id_email;date_test;vrai_label;prediction;score_confiance;categorie_phishing;longueur_texte;nb_liens
MAIL-6116;2025-09-30;phishing;phishing;0.837;Phishing RH/paie;529;6
MAIL-6117;2025-09-15;phishing;phishing;0.984;Usurpation fournisseur;1026;4
MAIL-6118;2025-09-24;légitime;légitime;0.967;N/A;923;0
MAIL-6119;2025-09-03;légitime;légitime;0.885;N/A;897;1
MAIL-6120;2025-09-20;phishing;phishing;0.914;Usurpation bancaire;239;5
MAIL-6121;2025-09-25;légitime;légitime;0.834;N/A;84;2
MAIL-6122;2025-09-01;légitime;légitime;0.957;N/A;298;0
MAIL-6123;2025-09-19;phishing;phishing;0.971;Fausse facture;257;2
MAIL-6124;2025-09-28;légitime;légitime;0.981;N/A;624;0
MAIL-6125;2025-09-19;légitime;légitime;0.981;N/A;122;1
MAIL-6126;2025-09-21;phishing;phishing;0.962;Fausse facture;615;0
MAIL-6127;2025-09-01;phishing;phishing;0.949;Fausse livraison colis;1167;6
MAIL-6128;2025-09-04;légitime;légitime;0.888;N/A;1150;2
MAIL-6129;2025-09-10;phishing;phishing;0.866;Fausse livraison colis;1103;5
MAIL-6130;2025-09-15;légitime;légitime;0.887;N/A;191;0
MAIL-6131;2025-09-01;légitime;légitime;0.99;N/A;845;2
MAIL-6132;2025-09-19;légitime;phishing;0.564;N/A;109;0
MAIL-6133;2025-09-13;légitime;légitime;0.955;N/A;410;2
MAIL-6134;2025-09-26;légitime;phishing;0.673;N/A;315;1
MAIL-6135;2025-09-11;légitime;légitime;0.793;N/A;508;0
MAIL-6136;2025-09-04;légitime;légitime;0.829;N/A;875;2
MAIL-6137;2025-09-09;phishing;phishing;0.925;Usurpation bancaire;939;1
MAIL-6138;2025-09-12;légitime;légitime;0.976;N/A;856;2
MAIL-6139;2025-09-16;phishing;phishing;0.85;Usurpation fournisseur;953;1
MAIL-6140;2025-09-30;légitime;légitime;0.841;N/A;425;2
MAIL-6141;2025-09-10;légitime;légitime;0.897;N/A;1113;2
MAIL-6142;2025-09-07;légitime;légitime;0.892;N/A;557;0
MAIL-6143;2025-09-20;phishing;phishing;0.829;Usurpation fournisseur;886;4
MAIL-6144;2025-09-09;légitime;légitime;0.959;N/A;160;0
MAIL-6145;2025-09-19;légitime;légitime;0.971;N/A;665;1
MAIL-6146;2025-09-28;légitime;légitime;0.85;N/A;901;0
MAIL-6147;2025-09-30;légitime;légitime;0.797;N/A;942;0
MAIL-6148;2025-09-21;légitime;légitime;0.961;N/A;387;2
MAIL-6149;2025-09-27;phishing;phishing;0.961;Fausse facture;168;3
MAIL-6150;2025-09-29;légitime;légitime;0.954;N/A;870;0
MAIL-6151;2025-09-14;légitime;légitime;0.838;N/A;174;1
MAIL-6152;2025-09-02;légitime;légitime;0.915;N/A;1195;2
MAIL-6153;2025-09-22;phishing;phishing;0.908;Fausse facture;448;5
MAIL-6154;2025-09-16;phishing;phishing;0.843;Fausse facture;1068;5
MAIL-6155;2025-09-09;phishing;phishing;0.922;Fausse livraison colis;266;1
MAIL-6156;2025-09-06;légitime;légitime;0.815;N/A;573;2
MAIL-6157;2025-09-19;légitime;légitime;0.803;N/A;270;0
MAIL-6158;2025-09-05;légitime;légitime;0.805;N/A;491;0
MAIL-6159;2025-09-24;légitime;légitime;0.906;N/A;594;2
MAIL-6160;2025-09-23;légitime;légitime;0.864;N/A;86;1
MAIL-6161;2025-09-01;légitime;légitime;0.98;N/A;694;0
MAIL-6162;2025-09-17;légitime;légitime;0.98;N/A;340;0
MAIL-6163;2025-09-12;phishing;légitime;0.65;Usurpation fournisseur;163;6
MAIL-6164;2025-09-17;légitime;légitime;0.81;N/A;518;0
MAIL-6165;2025-09-16;légitime;légitime;0.827;N/A;125;0
MAIL-6166;2025-09-08;légitime;légitime;0.963;N/A;957;2
MAIL-6167;2025-09-15;phishing;phishing;0.982;Phishing RH/paie;489;2
MAIL-6168;2025-09-25;légitime;légitime;0.821;N/A;157;0
MAIL-6169;2025-09-07;légitime;phishing;0.752;N/A;861;1
MAIL-6170;2025-09-22;phishing;phishing;0.982;Fausse facture;733;6
MAIL-6171;2025-09-30;phishing;légitime;0.724;Fausse facture;621;2
MAIL-6172;2025-09-04;légitime;légitime;0.893;N/A;400;1
MAIL-6173;2025-09-29;légitime;légitime;0.846;N/A;745;0
MAIL-6174;2025-09-03;légitime;légitime;0.858;N/A;247;2
MAIL-6175;2025-09-26;phishing;phishing;0.986;Phishing RH/paie;632;2
MAIL-6176;2025-09-27;légitime;légitime;0.797;N/A;1159;2
MAIL-6177;2025-09-13;légitime;phishing;0.584;N/A;1097;2
MAIL-6178;2025-09-19;légitime;légitime;0.835;N/A;1077;2
MAIL-6179;2025-09-27;phishing;phishing;0.83;Usurpation fournisseur;998;2
MAIL-6180;2025-09-14;légitime;légitime;0.872;N/A;777;0
MAIL-6181;2025-09-10;phishing;phishing;0.959;Fausse facture;524;4
MAIL-6182;2025-09-13;légitime;légitime;0.79;N/A;426;2
MAIL-6183;2025-09-17;phishing;légitime;0.667;Usurpation bancaire;619;6
MAIL-6184;2025-09-25;phishing;phishing;0.861;Faux support technique;1129;3
MAIL-6185;2025-09-04;légitime;légitime;0.928;N/A;770;1
MAIL-6186;2025-09-11;phishing;phishing;0.891;Phishing RH/paie;303;1
MAIL-6187;2025-09-18;légitime;légitime;0.955;N/A;919;2
MAIL-6188;2025-09-22;phishing;phishing;0.88;Fausse livraison colis;398;4
MAIL-6189;2025-09-25;légitime;légitime;0.811;N/A;771;2
MAIL-6190;2025-09-27;légitime;légitime;0.817;N/A;154;1
MAIL-6191;2025-09-12;légitime;légitime;0.823;N/A;275;2
MAIL-6192;2025-09-13;légitime;légitime;0.836;N/A;642;2
MAIL-6193;2025-09-07;phishing;phishing;0.952;Usurpation fournisseur;470;5
MAIL-6194;2025-09-27;légitime;légitime;0.824;N/A;1091;1
MAIL-6195;2025-09-14;légitime;légitime;0.985;N/A;847;0
MAIL-6196;2025-09-19;phishing;phishing;0.863;Fausse livraison colis;287;2
MAIL-6197;2025-09-13;légitime;légitime;0.794;N/A;938;0
MAIL-6198;2025-09-16;phishing;phishing;0.831;Faux support technique;118;2
MAIL-6199;2025-09-18;légitime;légitime;0.843;N/A;771;2
MAIL-6200;2025-09-20;phishing;légitime;0.679;Faux support technique;726;0
MAIL-6201;2025-09-15;légitime;légitime;0.983;N/A;365;0
MAIL-6202;2025-09-09;phishing;phishing;0.814;Faux support technique;677;1
MAIL-6203;2025-09-29;légitime;légitime;0.906;N/A;436;2
MAIL-6204;2025-09-04;légitime;légitime;0.969;N/A;283;0
MAIL-6205;2025-09-28;phishing;légitime;0.728;Fausse facture;243;0
MAIL-6206;2025-09-25;phishing;phishing;0.801;Usurpation bancaire;403;5
MAIL-6207;2025-09-08;phishing;phishing;0.9;Usurpation bancaire;365;1
MAIL-6208;2025-09-16;phishing;phishing;0.975;Usurpation fournisseur;918;2
MAIL-6209;2025-09-16;phishing;phishing;0.905;Fausse facture;533;5
MAIL-6210;2025-09-15;légitime;légitime;0.844;N/A;480;0
MAIL-6211;2025-09-12;phishing;phishing;0.811;Usurpation bancaire;1093;2
MAIL-6212;2025-09-20;phishing;légitime;0.563;Phishing RH/paie;908;1
MAIL-6213;2025-09-10;légitime;légitime;0.935;N/A;999;2
MAIL-6214;2025-09-18;phishing;phishing;0.823;Fausse livraison colis;921;4
MAIL-6215;2025-09-27;légitime;légitime;0.788;N/A;418;1
MAIL-6216;2025-09-29;légitime;légitime;0.915;N/A;465;0
MAIL-6217;2025-09-07;légitime;légitime;0.922;N/A;749;2
MAIL-6218;2025-09-27;légitime;légitime;0.908;N/A;1134;2
MAIL-6219;2025-09-21;légitime;légitime;0.794;N/A;769;2
MAIL-6220;2025-09-15;phishing;phishing;0.965;Fausse facture;596;0
MAIL-6221;2025-09-13;légitime;légitime;0.902;N/A;586;2
MAIL-6222;2025-09-23;légitime;légitime;0.808;N/A;750;1
MAIL-6223;2025-09-29;légitime;légitime;0.833;N/A;185;1
MAIL-6224;2025-09-17;légitime;légitime;0.959;N/A;403;0
MAIL-6225;2025-09-23;légitime;légitime;0.91;N/A;1100;1
MAIL-6226;2025-09-12;légitime;légitime;0.815;N/A;827;1
MAIL-6227;2025-09-16;légitime;légitime;0.932;N/A;1019;0
MAIL-6228;2025-09-25;phishing;phishing;0.806;Phishing RH/paie;1147;1
MAIL-6229;2025-09-22;légitime;légitime;0.838;N/A;355;1
MAIL-6230;2025-09-08;légitime;légitime;0.784;N/A;755;0
MAIL-6231;2025-09-30;phishing;phishing;0.854;Faux support technique;705;0
MAIL-6232;2025-09-12;phishing;phishing;0.887;Usurpation fournisseur;1085;1
MAIL-6233;2025-09-26;phishing;phishing;0.973;Usurpation bancaire;962;6
MAIL-6234;2025-09-03;phishing;phishing;0.905;Fausse facture;1149;1
MAIL-6235;2025-09-28;légitime;légitime;0.931;N/A;612;0
MAIL-6236;2025-09-29;phishing;phishing;0.829;Faux support technique;678;4
MAIL-6237;2025-09-27;phishing;phishing;0.904;Usurpation bancaire;98;5
MAIL-6238;2025-09-25;légitime;légitime;0.943;N/A;758;0
MAIL-6239;2025-09-09;phishing;phishing;0.847;Phishing RH/paie;429;1
MAIL-6240;2025-09-27;phishing;phishing;0.963;Faux support technique;606;2
MAIL-6241;2025-09-12;légitime;légitime;0.787;N/A;363;0
MAIL-6242;2025-09-24;phishing;phishing;0.956;Usurpation bancaire;115;4
MAIL-6243;2025-09-24;phishing;phishing;0.867;Faux support technique;468;2
MAIL-6244;2025-09-09;légitime;légitime;0.946;N/A;917;0
MAIL-6245;2025-09-10;phishing;phishing;0.873;Phishing RH/paie;1120;2
MAIL-6246;2025-09-29;phishing;phishing;0.99;Fausse facture;94;2
MAIL-6247;2025-09-05;légitime;légitime;0.905;N/A;307;1
MAIL-6248;2025-09-27;légitime;légitime;0.933;N/A;500;2
MAIL-6249;2025-09-23;phishing;phishing;0.814;Fausse livraison colis;849;3
MAIL-6250;2025-09-12;légitime;légitime;0.938;N/A;302;0
MAIL-6251;2025-09-17;phishing;phishing;0.817;Fausse livraison colis;789;4
MAIL-6252;2025-09-16;légitime;légitime;0.979;N/A;1092;1
MAIL-6253;2025-09-03;légitime;légitime;0.882;N/A;844;0
MAIL-6254;2025-09-06;légitime;légitime;0.953;N/A;689;1
MAIL-6255;2025-09-20;légitime;légitime;0.865;N/A;562;1
MAIL-6256;2025-09-11;phishing;phishing;0.903;Fausse facture;317;5
MAIL-6257;2025-09-20;phishing;phishing;0.829;Fausse facture;321;2
MAIL-6258;2025-09-06;légitime;légitime;0.914;N/A;304;1
MAIL-6259;2025-09-18;légitime;légitime;0.839;N/A;874;1
MAIL-6260;2025-09-26;phishing;phishing;0.974;Fausse livraison colis;553;3
MAIL-6261;2025-09-10;légitime;légitime;0.982;N/A;916;1
MAIL-6262;2025-09-19;légitime;légitime;0.828;N/A;1046;0
MAIL-6263;2025-09-26;légitime;légitime;0.967;N/A;1059;0
MAIL-6264;2025-09-07;phishing;phishing;0.965;Faux support technique;411;1
MAIL-6265;2025-09-16;phishing;phishing;0.943;Fausse facture;514;2
MAIL-6266;2025-09-12;légitime;légitime;0.962;N/A;1023;1
MAIL-6267;2025-09-21;légitime;légitime;0.782;N/A;1006;0
MAIL-6268;2025-09-29;légitime;légitime;0.793;N/A;751;2
MAIL-6269;2025-09-26;légitime;légitime;0.989;N/A;999;1
MAIL-6270;2025-09-19;phishing;phishing;0.939;Fausse facture;786;1
MAIL-6271;2025-09-09;phishing;phishing;0.844;Usurpation fournisseur;940;0
MAIL-6272;2025-09-29;légitime;légitime;0.941;N/A;182;1
MAIL-6273;2025-09-13;légitime;légitime;0.944;N/A;658;1
MAIL-6274;2025-09-23;phishing;phishing;0.987;Usurpation fournisseur;123;1
MAIL-6275;2025-09-19;légitime;légitime;0.956;N/A;919;1
MAIL-6276;2025-09-26;phishing;phishing;0.873;Phishing RH/paie;206;2
MAIL-6277;2025-09-07;légitime;légitime;0.86;N/A;153;1
MAIL-6278;2025-09-03;légitime;légitime;0.972;N/A;867;2
MAIL-6279;2025-09-23;légitime;légitime;0.903;N/A;980;1
MAIL-6280;2025-09-29;légitime;légitime;0.806;N/A;327;0
MAIL-6281;2025-09-30;phishing;phishing;0.911;Usurpation bancaire;376;6
MAIL-6282;2025-09-06;légitime;légitime;0.781;N/A;887;0
MAIL-6283;2025-09-02;légitime;légitime;0.9;N/A;884;1
MAIL-6284;2025-09-07;légitime;légitime;0.831;N/A;390;0
MAIL-6285;2025-09-03;phishing;phishing;0.862;Fausse livraison colis;517;4
MAIL-6286;2025-09-22;légitime;légitime;0.792;N/A;1078;2
MAIL-6287;2025-09-20;légitime;légitime;0.925;N/A;659;2
MAIL-6288;2025-09-19;phishing;phishing;0.916;Usurpation fournisseur;310;1
MAIL-6289;2025-09-19;phishing;phishing;0.852;Faux support technique;1062;6
MAIL-6290;2025-09-19;phishing;phishing;0.916;Phishing RH/paie;385;4
MAIL-6291;2025-09-27;légitime;légitime;0.824;N/A;1151;2
MAIL-6292;2025-09-06;légitime;légitime;0.878;N/A;1144;1
MAIL-6293;2025-09-28;légitime;légitime;0.923;N/A;197;1
MAIL-6294;2025-09-12;légitime;légitime;0.925;N/A;1071;2
MAIL-6295;2025-09-25;légitime;légitime;0.809;N/A;509;2
MAIL-6296;2025-09-10;phishing;phishing;0.902;Phishing RH/paie;891;3
MAIL-6297;2025-09-06;phishing;phishing;0.861;Phishing RH/paie;972;3
MAIL-6298;2025-09-20;légitime;légitime;0.989;N/A;416;0
MAIL-6299;2025-09-15;légitime;légitime;0.79;N/A;435;0
MAIL-6300;2025-09-10;légitime;légitime;0.789;N/A;694;1
MAIL-6301;2025-09-25;phishing;phishing;0.973;Usurpation fournisseur;632;6
MAIL-6302;2025-09-15;légitime;légitime;0.893;N/A;384;1
MAIL-6303;2025-09-15;légitime;légitime;0.918;N/A;121;2
MAIL-6304;2025-09-03;légitime;légitime;0.938;N/A;1156;2
MAIL-6305;2025-09-15;légitime;légitime;0.862;N/A;460;2
MAIL-6306;2025-09-16;légitime;légitime;0.878;N/A;951;1
MAIL-6307;2025-09-07;légitime;légitime;0.915;N/A;250;1
MAIL-6308;2025-09-03;légitime;légitime;0.789;N/A;663;1
MAIL-6309;2025-09-07;phishing;phishing;0.851;Usurpation bancaire;527;5
MAIL-6310;2025-09-12;légitime;légitime;0.905;N/A;358;0
MAIL-6311;2025-09-23;légitime;légitime;0.857;N/A;839;2
MAIL-6312;2025-09-10;phishing;phishing;0.901;Phishing RH/paie;633;3
MAIL-6313;2025-09-23;phishing;phishing;0.869;Fausse livraison colis;1156;4
MAIL-6314;2025-09-30;phishing;phishing;0.884;Usurpation fournisseur;338;2
MAIL-6315;2025-09-22;phishing;légitime;0.575;Faux support technique;1188;2
MAIL-6316;2025-09-18;phishing;phishing;0.861;Fausse livraison colis;560;1
MAIL-6317;2025-09-12;légitime;légitime;0.986;N/A;1079;1
MAIL-6318;2025-09-01;légitime;légitime;0.783;N/A;226;0
MAIL-6319;2025-09-13;légitime;légitime;0.896;N/A;536;0
MAIL-6320;2025-09-03;légitime;légitime;0.958;N/A;406;0
MAIL-6321;2025-09-06;phishing;phishing;0.938;Faux support technique;459;6
MAIL-6322;2025-09-03;légitime;légitime;0.985;N/A;431;0
MAIL-6323;2025-09-16;phishing;phishing;0.945;Phishing RH/paie;594;0
MAIL-6324;2025-09-30;légitime;légitime;0.955;N/A;966;2
MAIL-6325;2025-09-06;phishing;phishing;0.937;Fausse livraison colis;426;4
MAIL-6326;2025-09-16;phishing;phishing;0.974;Faux support technique;706;4
MAIL-6327;2025-09-29;légitime;phishing;0.708;N/A;1070;2
MAIL-6328;2025-09-13;légitime;légitime;0.894;N/A;593;0
MAIL-6329;2025-09-13;phishing;phishing;0.956;Fausse livraison colis;889;0
MAIL-6330;2025-09-02;légitime;légitime;0.869;N/A;800;0
MAIL-6331;2025-09-01;légitime;légitime;0.968;N/A;1141;1
MAIL-6332;2025-09-24;phishing;phishing;0.84;Usurpation bancaire;515;4
MAIL-6333;2025-09-19;légitime;légitime;0.804;N/A;96;1
MAIL-6334;2025-09-15;légitime;légitime;0.911;N/A;454;2
MAIL-6335;2025-09-28;légitime;légitime;0.854;N/A;947;1
MAIL-6336;2025-09-21;légitime;légitime;0.86;N/A;189;2
MAIL-6337;2025-09-19;légitime;légitime;0.844;N/A;133;1
MAIL-6338;2025-09-21;phishing;phishing;0.922;Usurpation bancaire;834;3
MAIL-6339;2025-09-02;phishing;phishing;0.894;Usurpation fournisseur;1176;4
MAIL-6340;2025-09-05;légitime;légitime;0.798;N/A;604;0
MAIL-6341;2025-09-21;phishing;phishing;0.877;Usurpation fournisseur;1131;3
MAIL-6342;2025-09-18;légitime;légitime;0.86;N/A;92;0
MAIL-6343;2025-09-24;phishing;phishing;0.913;Fausse facture;259;1
MAIL-6344;2025-09-01;légitime;légitime;0.974;N/A;292;2
MAIL-6345;2025-09-25;légitime;légitime;0.983;N/A;831;0
MAIL-6346;2025-09-15;légitime;légitime;0.985;N/A;766;1
MAIL-6347;2025-09-05;phishing;phishing;0.867;Fausse livraison colis;372;5
MAIL-6348;2025-09-16;phishing;phishing;0.948;Usurpation bancaire;1173;0
MAIL-6349;2025-09-26;légitime;légitime;0.939;N/A;168;0
MAIL-6350;2025-09-07;légitime;légitime;0.945;N/A;328;0
MAIL-6351;2025-09-12;phishing;légitime;0.658;Faux support technique;979;6
MAIL-6352;2025-09-26;phishing;phishing;0.814;Phishing RH/paie;551;4
MAIL-6353;2025-09-24;phishing;phishing;0.821;Usurpation bancaire;1148;3
MAIL-6354;2025-09-13;légitime;légitime;0.79;N/A;1057;0
MAIL-6355;2025-09-27;légitime;légitime;0.858;N/A;188;2
MAIL-6356;2025-09-26;légitime;légitime;0.967;N/A;1176;0
MAIL-6357;2025-09-22;légitime;légitime;0.807;N/A;568;2
MAIL-6358;2025-09-28;phishing;phishing;0.879;Usurpation fournisseur;181;1
MAIL-6359;2025-09-20;légitime;légitime;0.953;N/A;306;1
MAIL-6360;2025-09-06;légitime;légitime;0.821;N/A;88;0
MAIL-6361;2025-09-27;légitime;légitime;0.932;N/A;347;1
MAIL-6362;2025-09-13;phishing;phishing;0.85;Fausse facture;733;5
MAIL-6363;2025-09-20;phishing;phishing;0.923;Phishing RH/paie;853;0
MAIL-6364;2025-09-12;phishing;phishing;0.813;Phishing RH/paie;629;5
MAIL-6365;2025-09-25;légitime;légitime;0.797;N/A;464;1
MAIL-6366;2025-09-26;phishing;phishing;0.92;Fausse facture;833;0
MAIL-6367;2025-09-06;légitime;légitime;0.948;N/A;233;1
MAIL-6368;2025-09-25;légitime;légitime;0.867;N/A;781;1
MAIL-6369;2025-09-16;phishing;phishing;0.945;Usurpation fournisseur;196;3
MAIL-6370;2025-09-07;légitime;légitime;0.805;N/A;924;1
MAIL-6371;2025-09-18;légitime;légitime;0.927;N/A;501;0
MAIL-6372;2025-09-19;phishing;phishing;0.847;Faux support technique;645;5
MAIL-6373;2025-09-20;légitime;légitime;0.989;N/A;308;0
MAIL-6374;2025-09-15;légitime;légitime;0.962;N/A;259;1
MAIL-6375;2025-09-27;légitime;légitime;0.795;N/A;992;0
MAIL-6376;2025-09-20;légitime;légitime;0.89;N/A;497;1
MAIL-6377;2025-09-06;phishing;phishing;0.838;Usurpation bancaire;403;6
MAIL-6378;2025-09-08;légitime;légitime;0.875;N/A;702;0
MAIL-6379;2025-09-13;légitime;légitime;0.833;N/A;728;0
MAIL-6380;2025-09-12;légitime;légitime;0.88;N/A;482;1
MAIL-6381;2025-09-15;légitime;légitime;0.847;N/A;951;0
MAIL-6382;2025-09-09;légitime;légitime;0.823;N/A;870;2
MAIL-6383;2025-09-02;phishing;phishing;0.929;Phishing RH/paie;815;4
MAIL-6384;2025-09-24;phishing;phishing;0.828;Phishing RH/paie;879;0
MAIL-6385;2025-09-19;phishing;phishing;0.903;Faux support technique;408;2
MAIL-6386;2025-09-18;phishing;phishing;0.936;Faux support technique;318;6
MAIL-6387;2025-09-15;légitime;légitime;0.801;N/A;296;1
MAIL-6388;2025-09-28;phishing;phishing;0.965;Usurpation fournisseur;147;6
MAIL-6389;2025-09-07;légitime;légitime;0.817;N/A;102;1
MAIL-6390;2025-09-07;légitime;légitime;0.795;N/A;81;0
MAIL-6391;2025-09-10;phishing;phishing;0.951;Faux support technique;774;4
MAIL-6392;2025-09-05;légitime;légitime;0.888;N/A;748;2
MAIL-6393;2025-09-02;légitime;légitime;0.824;N/A;427;2
MAIL-6394;2025-09-26;légitime;légitime;0.989;N/A;687;0
MAIL-6395;2025-09-08;légitime;légitime;0.813;N/A;124;1
MAIL-6396;2025-09-15;phishing;phishing;0.88;Fausse livraison colis;682;1
MAIL-6397;2025-09-25;phishing;phishing;0.945;Fausse livraison colis;105;3
MAIL-6398;2025-09-04;phishing;phishing;0.957;Faux support technique;742;2
MAIL-6399;2025-09-20;légitime;légitime;0.892;N/A;599;0
MAIL-6400;2025-09-26;légitime;légitime;0.88;N/A;979;2
MAIL-6401;2025-09-07;légitime;légitime;0.869;N/A;1053;0
MAIL-6402;2025-09-20;légitime;légitime;0.984;N/A;143;1
MAIL-6403;2025-09-14;légitime;phishing;0.78;N/A;346;2
MAIL-6404;2025-09-07;légitime;légitime;0.952;N/A;431;0
MAIL-6405;2025-09-24;phishing;phishing;0.921;Fausse facture;208;6
MAIL-6406;2025-09-27;phishing;phishing;0.913;Usurpation bancaire;726;1
MAIL-6407;2025-09-11;légitime;légitime;0.974;N/A;540;2
MAIL-6408;2025-09-10;légitime;phishing;0.607;N/A;642;0
MAIL-6409;2025-09-16;phishing;phishing;0.882;Usurpation bancaire;430;4
MAIL-6410;2025-09-21;phishing;phishing;0.91;Phishing RH/paie;513;6
MAIL-6411;2025-09-04;légitime;légitime;0.906;N/A;372;2
MAIL-6412;2025-09-05;phishing;phishing;0.813;Phishing RH/paie;240;5
MAIL-6413;2025-09-25;phishing;phishing;0.968;Fausse livraison colis;307;0
MAIL-6414;2025-09-11;légitime;légitime;0.858;N/A;533;1
MAIL-6415;2025-09-21;phishing;phishing;0.915;Usurpation fournisseur;197;5
MAIL-6416;2025-09-28;légitime;légitime;0.965;N/A;95;0
MAIL-6417;2025-09-28;légitime;légitime;0.817;N/A;140;0
MAIL-6418;2025-09-17;légitime;légitime;0.959;N/A;864;2
MAIL-6419;2025-09-01;phishing;phishing;0.895;Fausse facture;360;1
MAIL-6420;2025-09-15;phishing;phishing;0.865;Fausse livraison colis;1182;5
MAIL-6421;2025-09-29;légitime;légitime;0.783;N/A;1065;1
MAIL-6422;2025-09-17;légitime;légitime;0.843;N/A;119;1
MAIL-6423;2025-09-09;légitime;légitime;0.966;N/A;409;2
MAIL-6424;2025-09-26;phishing;phishing;0.879;Faux support technique;400;1
MAIL-6425;2025-09-26;phishing;phishing;0.917;Fausse facture;1090;1
MAIL-6426;2025-09-07;légitime;légitime;0.957;N/A;646;0
MAIL-6427;2025-09-28;légitime;légitime;0.798;N/A;360;0
MAIL-6428;2025-09-11;légitime;légitime;0.827;N/A;229;2
MAIL-6429;2025-09-04;légitime;légitime;0.885;N/A;352;0
MAIL-6430;2025-09-08;phishing;légitime;0.756;Fausse facture;257;6
MAIL-6431;2025-09-03;phishing;phishing;0.874;Usurpation fournisseur;740;2
MAIL-6432;2025-09-01;légitime;légitime;0.965;N/A;734;1
MAIL-6433;2025-09-26;légitime;légitime;0.909;N/A;765;0
MAIL-6434;2025-09-01;phishing;phishing;0.889;Fausse facture;188;3
MAIL-6435;2025-09-20;légitime;légitime;0.899;N/A;695;1
MAIL-6436;2025-09-01;phishing;légitime;0.734;Usurpation fournisseur;414;6
MAIL-6437;2025-09-23;phishing;phishing;0.936;Faux support technique;85;3
MAIL-6438;2025-09-27;phishing;phishing;0.976;Faux support technique;980;6
MAIL-6439;2025-09-12;légitime;légitime;0.942;N/A;976;2
MAIL-6440;2025-09-21;légitime;phishing;0.669;N/A;986;2
MAIL-6441;2025-09-22;phishing;phishing;0.811;Fausse facture;1172;4
MAIL-6442;2025-09-10;phishing;phishing;0.812;Phishing RH/paie;449;3
MAIL-6443;2025-09-11;phishing;phishing;0.953;Phishing RH/paie;293;4
MAIL-6444;2025-09-20;phishing;phishing;0.932;Faux support technique;473;0
MAIL-6445;2025-09-30;phishing;légitime;0.705;Fausse livraison colis;297;5
MAIL-6446;2025-09-29;légitime;légitime;0.972;N/A;128;1
MAIL-6447;2025-09-10;légitime;légitime;0.813;N/A;745;1
MAIL-6448;2025-09-15;phishing;phishing;0.931;Usurpation fournisseur;185;6
MAIL-6449;2025-09-05;légitime;légitime;0.873;N/A;760;1
MAIL-6450;2025-09-23;légitime;légitime;0.809;N/A;903;2
MAIL-6451;2025-09-27;légitime;légitime;0.975;N/A;916;1
MAIL-6452;2025-09-17;légitime;légitime;0.845;N/A;186;1
MAIL-6453;2025-09-23;légitime;légitime;0.975;N/A;1186;0
MAIL-6454;2025-09-08;légitime;légitime;0.788;N/A;454;1
MAIL-6455;2025-09-11;légitime;légitime;0.846;N/A;610;0
MAIL-6456;2025-09-12;phishing;phishing;0.844;Phishing RH/paie;386;1
MAIL-6457;2025-09-04;légitime;légitime;0.916;N/A;416;2
MAIL-6458;2025-09-09;légitime;légitime;0.922;N/A;635;2
MAIL-6459;2025-09-18;phishing;phishing;0.854;Faux support technique;822;0
MAIL-6460;2025-09-30;phishing;légitime;0.614;Usurpation bancaire;806;2
MAIL-6461;2025-09-15;légitime;légitime;0.874;N/A;396;2
MAIL-6462;2025-09-19;phishing;phishing;0.943;Usurpation fournisseur;655;6
MAIL-6463;2025-09-24;légitime;légitime;0.794;N/A;681;1
MAIL-6464;2025-09-14;légitime;légitime;0.884;N/A;849;1
MAIL-6465;2025-09-24;légitime;phishing;0.573;N/A;892;0
MAIL-6466;2025-09-20;phishing;phishing;0.807;Faux support technique;961;4
MAIL-6467;2025-09-03;phishing;phishing;0.828;Phishing RH/paie;1076;4
MAIL-6468;2025-09-03;phishing;phishing;0.856;Phishing RH/paie;963;5
MAIL-6469;2025-09-20;légitime;légitime;0.853;N/A;1088;2
MAIL-6470;2025-09-14;phishing;phishing;0.886;Usurpation fournisseur;396;6
MAIL-6471;2025-09-11;légitime;légitime;0.886;N/A;807;2
MAIL-6472;2025-09-04;légitime;légitime;0.866;N/A;975;1
MAIL-6473;2025-09-10;légitime;légitime;0.878;N/A;545;1
MAIL-6474;2025-09-24;légitime;légitime;0.966;N/A;770;1
MAIL-6475;2025-09-20;légitime;légitime;0.964;N/A;717;0
MAIL-6476;2025-09-22;légitime;légitime;0.844;N/A;1046;0
MAIL-6477;2025-09-23;phishing;phishing;0.963;Usurpation bancaire;436;3
MAIL-6478;2025-09-21;légitime;légitime;0.826;N/A;174;1
MAIL-6479;2025-09-30;légitime;légitime;0.969;N/A;908;2
MAIL-6480;2025-09-19;phishing;phishing;0.95;Faux support technique;1164;6
MAIL-6481;2025-09-26;légitime;légitime;0.827;N/A;145;2
MAIL-6482;2025-09-12;légitime;légitime;0.797;N/A;825;0
MAIL-6483;2025-09-12;phishing;phishing;0.838;Phishing RH/paie;211;0
MAIL-6484;2025-09-01;légitime;légitime;0.856;N/A;603;0
MAIL-6485;2025-09-27;légitime;légitime;0.95;N/A;1017;1
MAIL-6486;2025-09-28;phishing;légitime;0.773;Usurpation bancaire;723;4
MAIL-6487;2025-09-02;phishing;légitime;0.674;Usurpation bancaire;160;5
MAIL-6488;2025-09-30;phishing;phishing;0.907;Phishing RH/paie;323;2
MAIL-6489;2025-09-16;légitime;légitime;0.889;N/A;659;0
MAIL-6490;2025-09-11;phishing;phishing;0.837;Phishing RH/paie;1099;2
