id,client_id,date_achat,jour,cache_prix_total,reference
1360,811,2025-05-15,Jeudi,69.18,CMD-2025-001360
1361,550,2024-12-01,Dimanche,158.95,CMD-2024-001361
1362,758,2024-09-19,Jeudi,860.22,CMD-2024-001362
1363,733,2025-12-12,Vendredi,364.39,CMD-2025-001363
1364,550,2024-10-20,Dimanche,263.38,CMD-2024-001364
1365,584,2024-09-24,Mardi,106.55,CMD-2024-001365
1366,123,2025-02-08,Samedi,742.35,CMD-2025-001366
1367,906,2024-07-25,Jeudi,855.68,CMD-2024-001367
1368,569,2026-05-16,Samedi,453.18,CMD-2026-001368
1369,131,2025-06-14,Samedi,896.04,CMD-2025-001369
1370,481,2025-05-05,Lundi,107.31,CMD-2025-001370
1371,235,2024-02-08,Jeudi,751.44,CMD-2024-001371
1372,189,2024-03-26,Mardi,688.65,CMD-2024-001372
1373,826,2024-03-10,Dimanche,225.15,CMD-2024-001373
1374,631,2025-01-14,Mardi,399.91,CMD-2025-001374
1375,147,2025-03-28,Vendredi,541.32,CMD-2025-001375
1376,43,2025-11-09,Dimanche,840.91,CMD-2025-001376
1377,786,2024-07-12,Vendredi,694.0,CMD-2024-001377
1378,743,2024-11-21,Jeudi,48.93,CMD-2024-001378
1379,15,2024-06-05,Mercredi,313.79,CMD-2024-001379
1380,974,2024-09-13,Vendredi,830.43,CMD-2024-001380
1381,359,2025-04-18,Vendredi,188.57,CMD-2025-001381
1382,660,2024-02-27,Mardi,358.26,CMD-2024-001382
1383,157,2024-10-25,Vendredi,459.97,CMD-2024-001383
1384,231,2024-07-07,Dimanche,568.21,CMD-2024-001384
1385,344,2025-11-04,Mardi,651.84,CMD-2025-001385
1386,26,2026-06-11,Jeudi,402.06,CMD-2026-001386
1387,864,2024-09-08,Dimanche,545.47,CMD-2024-001387
1388,295,2025-07-24,Jeudi,153.37,CMD-2025-001388
1389,561,2024-11-21,Jeudi,60.46,CMD-2024-001389
1390,702,2024-03-07,Jeudi,374.82,CMD-2024-001390
1391,548,2024-01-18,Jeudi,560.53,CMD-2024-001391
1392,174,2026-01-11,Dimanche,840.18,CMD-2026-001392
1393,380,2024-02-09,Vendredi,137.69,CMD-2024-001393
1394,107,2025-12-01,Lundi,217.95,CMD-2025-001394
1395,391,2024-01-04,Jeudi,510.8,CMD-2024-001395
1396,834,2025-01-31,Vendredi,694.13,CMD-2025-001396
1397,123,2026-05-27,Mercredi,209.81,CMD-2026-001397
1398,644,2024-02-06,Mardi,511.63,CMD-2024-001398
1399,76,2024-01-21,Dimanche,587.48,CMD-2024-001399
1400,933,2025-05-02,Vendredi,844.11,CMD-2025-001400
1401,661,2025-01-30,Jeudi,261.39,CMD-2025-001401
1402,631,2025-01-31,Vendredi,410.2,CMD-2025-001402
1403,767,2024-08-31,Samedi,617.75,CMD-2024-001403
1404,628,2024-09-13,Vendredi,317.17,CMD-2024-001404
1405,652,2025-04-10,Jeudi,436.41,CMD-2025-001405
1406,921,2024-06-05,Mercredi,414.25,CMD-2024-001406
1407,901,2025-01-03,Vendredi,209.21,CMD-2025-001407
1408,294,2025-10-14,Mardi,660.56,CMD-2025-001408
1409,987,2025-02-01,Samedi,899.23,CMD-2025-001409
1410,904,2024-06-13,Jeudi,337.58,CMD-2024-001410
1411,22,2025-03-18,Mardi,726.84,CMD-2025-001411
1412,148,2024-02-13,Mardi,419.33,CMD-2024-001412
1413,728,2026-06-19,Vendredi,491.92,CMD-2026-001413
1414,233,2025-02-15,Samedi,121.26,CMD-2025-001414
1415,642,2024-12-27,Vendredi,195.2,CMD-2024-001415
1416,416,2025-03-07,Vendredi,796.41,CMD-2025-001416
1417,472,2026-01-21,Mercredi,412.55,CMD-2026-001417
1418,976,2025-02-01,Samedi,422.52,CMD-2025-001418
1419,346,2024-11-29,Vendredi,602.17,CMD-2024-001419
1420,137,2026-01-10,Samedi,481.63,CMD-2026-001420
1421,252,2024-08-10,Samedi,644.19,CMD-2024-001421
1422,583,2024-07-18,Jeudi,853.71,CMD-2024-001422
1423,747,2025-11-06,Jeudi,707.86,CMD-2025-001423
1424,373,2025-04-19,Samedi,497.89,CMD-2025-001424
1425,783,2026-03-22,Dimanche,373.3,CMD-2026-001425
1426,660,2024-11-10,Dimanche,200.02,CMD-2024-001426
1427,145,2025-04-26,Samedi,106.69,CMD-2025-001427
1428,668,2025-04-08,Mardi,277.28,CMD-2025-001428
1429,853,2026-03-04,Mercredi,784.39,CMD-2026-001429
1430,423,2024-02-22,Jeudi,187.46,CMD-2024-001430
1431,346,2025-07-18,Vendredi,802.02,CMD-2025-001431
1432,676,2025-01-28,Mardi,844.03,CMD-2025-001432
1433,443,2024-07-03,Mercredi,849.44,CMD-2024-001433
1434,25,2025-12-11,Jeudi,193.73,CMD-2025-001434
1435,582,2025-11-14,Vendredi,163.37,CMD-2025-001435
1436,764,2025-11-27,Jeudi,511.38,CMD-2025-001436
1437,160,2025-10-18,Samedi,367.66,CMD-2025-001437
1438,801,2026-03-31,Mardi,186.04,CMD-2026-001438
1439,422,2024-11-20,Mercredi,427.03,CMD-2024-001439
1440,889,2026-01-26,Lundi,126.18,CMD-2026-001440
1441,954,2025-05-13,Mardi,291.42,CMD-2025-001441
1442,956,2026-02-20,Vendredi,554.96,CMD-2026-001442
1443,753,2025-10-05,Dimanche,789.56,CMD-2025-001443
1444,693,2024-04-09,Mardi,710.39,CMD-2024-001444
1445,88,2024-01-22,Lundi,17.71,CMD-2024-001445
1446,883,2026-06-09,Mardi,56.94,CMD-2026-001446
1447,874,2024-04-02,Mardi,288.82,CMD-2024-001447
1448,924,2024-12-31,Mardi,190.67,CMD-2024-001448
1449,155,2024-08-06,Mardi,283.72,CMD-2024-001449
1450,68,2025-01-06,Lundi,564.67,CMD-2025-001450
1451,324,2025-08-20,Mercredi,815.01,CMD-2025-001451
1452,458,2025-05-01,Jeudi,311.36,CMD-2025-001452
1453,180,2024-10-23,Mercredi,279.87,CMD-2024-001453
1454,822,2025-07-29,Mardi,152.22,CMD-2025-001454
1455,902,2024-06-04,Mardi,155.29,CMD-2024-001455
1456,122,2025-06-29,Dimanche,820.1,CMD-2025-001456
1457,420,2024-06-11,Mardi,509.87,CMD-2024-001457
1458,644,2025-04-25,Vendredi,632.87,CMD-2025-001458
1459,288,2025-12-07,Dimanche,764.71,CMD-2025-001459
1460,256,2024-04-26,Vendredi,600.83,CMD-2024-001460
1461,151,2025-03-31,Lundi,96.38,CMD-2025-001461
1462,41,2024-05-18,Samedi,793.4,CMD-2024-001462
1463,485,2025-01-23,Jeudi,434.41,CMD-2025-001463
1464,786,2024-01-21,Dimanche,531.69,CMD-2024-001464
1465,838,2025-01-06,Lundi,838.53,CMD-2025-001465
1466,599,2025-08-08,Vendredi,171.82,CMD-2025-001466
1467,916,2024-01-21,Dimanche,873.55,CMD-2024-001467
1468,970,2025-11-18,Mardi,514.43,CMD-2025-001468
1469,907,2024-12-13,Vendredi,889.15,CMD-2024-001469
1470,908,2025-01-13,Lundi,71.3,CMD-2025-001470
1471,139,2025-10-01,Mercredi,277.08,CMD-2025-001471
1472,404,2024-06-02,Dimanche,108.75,CMD-2024-001472
1473,958,2026-03-20,Vendredi,864.76,CMD-2026-001473
1474,202,2025-10-11,Samedi,295.41,CMD-2025-001474
1475,729,2026-03-22,Dimanche,854.39,CMD-2026-001475
1476,86,2024-12-29,Dimanche,546.49,CMD-2024-001476
1477,819,2025-05-21,Mercredi,24.19,CMD-2025-001477
1478,913,2025-08-27,Mercredi,381.78,CMD-2025-001478
1479,174,2025-01-08,Mercredi,767.61,CMD-2025-001479
1480,197,2025-06-09,Lundi,259.41,CMD-2025-001480
1481,533,2024-01-25,Jeudi,445.74,CMD-2024-001481
1482,928,2024-06-19,Mercredi,56.28,CMD-2024-001482
1483,245,2025-12-18,Jeudi,282.9,CMD-2025-001483
1484,460,2025-03-19,Mercredi,310.38,CMD-2025-001484
1485,280,2026-02-06,Vendredi,895.63,CMD-2026-001485
1486,673,2025-04-14,Lundi,596.87,CMD-2025-001486
1487,341,2025-07-18,Vendredi,37.91,CMD-2025-001487
1488,893,2025-10-01,Mercredi,19.49,CMD-2025-001488
1489,588,2024-01-20,Samedi,279.4,CMD-2024-001489
1490,205,2025-04-26,Samedi,348.21,CMD-2025-001490
1491,37,2025-12-12,Vendredi,607.98,CMD-2025-001491
1492,714,2025-01-19,Dimanche,308.71,CMD-2025-001492
1493,823,2025-06-08,Dimanche,769.72,CMD-2025-001493
1494,803,2025-03-10,Lundi,372.39,CMD-2025-001494
1495,351,2024-05-15,Mercredi,849.18,CMD-2024-001495
1496,737,2024-09-24,Mardi,501.61,CMD-2024-001496
1497,501,2024-10-15,Mardi,247.33,CMD-2024-001497
1498,936,2025-04-05,Samedi,827.7,CMD-2025-001498
1499,87,2026-04-04,Samedi,602.93,CMD-2026-001499
1500,327,2026-06-01,Lundi,462.81,CMD-2026-001500
1501,117,2024-01-24,Mercredi,731.56,CMD-2024-001501
1502,826,2026-02-19,Jeudi,105.26,CMD-2026-001502
1503,77,2024-06-30,Dimanche,342.31,CMD-2024-001503
1504,158,2025-08-08,Vendredi,723.29,CMD-2025-001504
1505,798,2024-03-30,Samedi,778.67,CMD-2024-001505
1506,10,2026-01-10,Samedi,21.96,CMD-2026-001506
1507,827,2024-12-15,Dimanche,784.43,CMD-2024-001507
1508,633,2024-03-13,Mercredi,149.05,CMD-2024-001508
1509,642,2026-06-11,Jeudi,872.5,CMD-2026-001509
1510,647,2026-06-13,Samedi,304.49,CMD-2026-001510
1511,681,2024-04-18,Jeudi,555.17,CMD-2024-001511
1512,58,2025-12-22,Lundi,133.45,CMD-2025-001512
1513,941,2026-02-02,Lundi,834.63,CMD-2026-001513
1514,191,2024-04-03,Mercredi,649.24,CMD-2024-001514
1515,94,2024-01-04,Jeudi,395.33,CMD-2024-001515
1516,703,2024-08-26,Lundi,197.08,CMD-2024-001516
1517,735,2024-03-22,Vendredi,354.33,CMD-2024-001517
1518,641,2025-06-26,Jeudi,181.44,CMD-2025-001518
1519,838,2024-07-21,Dimanche,640.32,CMD-2024-001519
1520,508,2025-09-11,Jeudi,638.57,CMD-2025-001520
1521,481,2024-10-21,Lundi,661.08,CMD-2024-001521
1522,607,2026-06-04,Jeudi,776.19,CMD-2026-001522
1523,454,2024-07-08,Lundi,461.74,CMD-2024-001523
1524,82,2024-06-29,Samedi,877.02,CMD-2024-001524
1525,270,2024-05-27,Lundi,791.57,CMD-2024-001525
1526,590,2024-07-12,Vendredi,632.96,CMD-2024-001526
1527,720,2026-02-18,Mercredi,77.43,CMD-2026-001527
1528,192,2026-05-18,Lundi,296.04,CMD-2026-001528
1529,234,2024-06-15,Samedi,361.24,CMD-2024-001529
1530,857,2025-08-29,Vendredi,274.07,CMD-2025-001530
1531,423,2025-06-02,Lundi,580.12,CMD-2025-001531
1532,224,2025-03-12,Mercredi,233.34,CMD-2025-001532
1533,354,2026-01-23,Vendredi,224.28,CMD-2026-001533
1534,8,2025-11-01,Samedi,802.58,CMD-2025-001534
1535,700,2024-09-14,Samedi,260.48,CMD-2024-001535
1536,166,2024-03-07,Jeudi,64.83,CMD-2024-001536
1537,506,2024-12-18,Mercredi,813.39,CMD-2024-001537
1538,62,2025-09-26,Vendredi,682.52,CMD-2025-001538
1539,441,2024-03-22,Vendredi,609.88,CMD-2024-001539
1540,921,2026-01-03,Samedi,406.87,CMD-2026-001540
1541,763,2025-11-21,Vendredi,88.52,CMD-2025-001541
1542,603,2026-02-28,Samedi,825.53,CMD-2026-001542
1543,371,2025-12-15,Lundi,616.15,CMD-2025-001543
1544,695,2024-03-08,Vendredi,516.58,CMD-2024-001544
1545,745,2026-05-09,Samedi,293.96,CMD-2026-001545
1546,367,2026-01-30,Vendredi,731.75,CMD-2026-001546
1547,380,2025-05-26,Lundi,277.21,CMD-2025-001547
1548,501,2024-11-16,Samedi,495.86,CMD-2024-001548
1549,763,2024-07-13,Samedi,213.01,CMD-2024-001549
1550,175,2024-02-13,Mardi,624.86,CMD-2024-001550
1551,420,2025-04-21,Lundi,793.17,CMD-2025-001551
1552,333,2026-03-26,Jeudi,763.36,CMD-2026-001552
1553,996,2025-02-16,Dimanche,422.62,CMD-2025-001553
1554,921,2025-04-20,Dimanche,412.43,CMD-2025-001554
1555,146,2026-01-25,Dimanche,677.98,CMD-2026-001555
1556,430,2024-01-26,Vendredi,787.28,CMD-2024-001556
1557,808,2024-11-20,Mercredi,349.49,CMD-2024-001557
1558,892,2025-10-09,Jeudi,142.94,CMD-2025-001558
1559,375,2024-01-15,Lundi,396.59,CMD-2024-001559
1560,838,2025-11-08,Samedi,815.76,CMD-2025-001560
1561,155,2025-08-30,Samedi,851.97,CMD-2025-001561
1562,223,2024-04-07,Dimanche,24.58,CMD-2024-001562
1563,484,2024-06-02,Dimanche,251.08,CMD-2024-001563
1564,203,2024-01-23,Mardi,452.61,CMD-2024-001564
1565,163,2024-11-06,Mercredi,748.49,CMD-2024-001565
1566,875,2025-07-16,Mercredi,257.12,CMD-2025-001566
1567,195,2025-05-13,Mardi,550.06,CMD-2025-001567
1568,512,2025-03-19,Mercredi,397.24,CMD-2025-001568
1569,873,2024-06-12,Mercredi,443.72,CMD-2024-001569
1570,682,2024-03-02,Samedi,324.49,CMD-2024-001570
1571,109,2024-03-09,Samedi,858.12,CMD-2024-001571
1572,723,2025-05-03,Samedi,550.95,CMD-2025-001572
1573,145,2024-08-28,Mercredi,471.69,CMD-2024-001573
1574,507,2026-04-02,Jeudi,202.59,CMD-2026-001574
1575,503,2024-01-14,Dimanche,861.59,CMD-2024-001575
1576,647,2024-06-11,Mardi,311.33,CMD-2024-001576
1577,319,2025-12-01,Lundi,560.44,CMD-2025-001577
1578,627,2024-05-04,Samedi,543.2,CMD-2024-001578
1579,543,2024-10-15,Mardi,313.57,CMD-2024-001579
1580,383,2026-04-06,Lundi,622.77,CMD-2026-001580
1581,132,2025-01-13,Lundi,513.13,CMD-2025-001581
1582,485,2024-03-05,Mardi,25.75,CMD-2024-001582
1583,379,2025-03-03,Lundi,229.03,CMD-2025-001583
1584,968,2024-11-30,Samedi,622.56,CMD-2024-001584
1585,932,2026-06-11,Jeudi,813.26,CMD-2026-001585
1586,650,2025-05-02,Vendredi,710.25,CMD-2025-001586
1587,569,2024-12-14,Samedi,523.72,CMD-2024-001587
1588,340,2025-12-16,Mardi,182.99,CMD-2025-001588
1589,131,2024-11-25,Lundi,705.61,CMD-2024-001589
1590,587,2024-08-22,Jeudi,640.2,CMD-2024-001590
1591,625,2024-08-30,Vendredi,733.85,CMD-2024-001591
1592,256,2025-05-15,Jeudi,511.33,CMD-2025-001592
1593,912,2024-01-20,Samedi,288.97,CMD-2024-001593
1594,902,2024-04-07,Dimanche,351.88,CMD-2024-001594
1595,152,2025-09-30,Mardi,296.26,CMD-2025-001595
1596,542,2025-05-17,Samedi,421.78,CMD-2025-001596
1597,923,2026-07-01,Mercredi,852.95,CMD-2026-001597
1598,746,2024-09-29,Dimanche,69.55,CMD-2024-001598
1599,399,2026-03-07,Samedi,181.92,CMD-2026-001599
1600,789,2024-10-09,Mercredi,643.59,CMD-2024-001600
1601,373,2026-05-18,Lundi,702.2,CMD-2026-001601
1602,486,2024-09-09,Lundi,208.76,CMD-2024-001602
1603,4,2024-12-01,Dimanche,326.98,CMD-2024-001603
1604,636,2025-05-09,Vendredi,510.06,CMD-2025-001604
1605,803,2024-10-06,Dimanche,861.42,CMD-2024-001605
1606,497,2024-11-17,Dimanche,548.24,CMD-2024-001606
1607,550,2024-07-23,Mardi,743.47,CMD-2024-001607
1608,662,2024-07-11,Jeudi,862.37,CMD-2024-001608
1609,612,2025-09-11,Jeudi,117.11,CMD-2025-001609
1610,752,2024-03-03,Dimanche,664.58,CMD-2024-001610
1611,200,2025-06-20,Vendredi,720.97,CMD-2025-001611
1612,290,2024-09-11,Mercredi,713.72,CMD-2024-001612
1613,434,2025-12-18,Jeudi,738.53,CMD-2025-001613
1614,12,2024-11-01,Vendredi,242.27,CMD-2024-001614
1615,148,2024-10-30,Mercredi,32.49,CMD-2024-001615
1616,668,2025-10-21,Mardi,688.5,CMD-2025-001616
1617,81,2025-01-12,Dimanche,423.79,CMD-2025-001617
1618,932,2024-05-31,Vendredi,407.54,CMD-2024-001618
1619,392,2025-07-22,Mardi,149.7,CMD-2025-001619
1620,455,2026-02-15,Dimanche,289.53,CMD-2026-001620
1621,960,2024-10-07,Lundi,415.78,CMD-2024-001621
1622,203,2025-12-24,Mercredi,549.81,CMD-2025-001622
1623,292,2024-06-15,Samedi,531.96,CMD-2024-001623
1624,331,2024-01-18,Jeudi,120.27,CMD-2024-001624
1625,889,2024-11-30,Samedi,501.78,CMD-2024-001625
1626,378,2024-05-25,Samedi,290.58,CMD-2024-001626
1627,738,2025-01-19,Dimanche,499.6,CMD-2025-001627
1628,644,2025-03-20,Jeudi,585.22,CMD-2025-001628
1629,406,2024-07-01,Lundi,300.67,CMD-2024-001629
1630,857,2026-02-17,Mardi,40.73,CMD-2026-001630
1631,290,2024-11-27,Mercredi,513.39,CMD-2024-001631
1632,583,2024-02-10,Samedi,796.09,CMD-2024-001632
1633,58,2026-01-10,Samedi,648.36,CMD-2026-001633
1634,136,2025-05-23,Vendredi,66.84,CMD-2025-001634
1635,70,2024-05-23,Jeudi,144.89,CMD-2024-001635
1636,536,2024-06-16,Dimanche,846.7,CMD-2024-001636
1637,241,2024-04-04,Jeudi,681.64,CMD-2024-001637
1638,996,2024-12-31,Mardi,310.95,CMD-2024-001638
1639,423,2024-12-17,Mardi,678.25,CMD-2024-001639
1640,505,2025-02-14,Vendredi,495.14,CMD-2025-001640
1641,538,2025-03-02,Dimanche,581.21,CMD-2025-001641
1642,406,2025-12-12,Vendredi,147.93,CMD-2025-001642
1643,843,2024-04-01,Lundi,734.77,CMD-2024-001643
1644,460,2024-06-11,Mardi,112.56,CMD-2024-001644
1645,934,2026-06-08,Lundi,242.06,CMD-2026-001645
1646,246,2024-02-27,Mardi,583.83,CMD-2024-001646
1647,572,2024-01-25,Jeudi,56.7,CMD-2024-001647
1648,864,2025-12-15,Lundi,210.7,CMD-2025-001648
1649,44,2024-02-13,Mardi,204.9,CMD-2024-001649
1650,239,2024-06-05,Mercredi,859.42,CMD-2024-001650
1651,141,2025-05-27,Mardi,294.31,CMD-2025-001651
1652,397,2026-02-13,Vendredi,574.54,CMD-2026-001652
1653,406,2024-01-20,Samedi,464.11,CMD-2024-001653
1654,297,2025-05-19,Lundi,30.92,CMD-2025-001654
1655,732,2025-12-14,Dimanche,379.29,CMD-2025-001655
1656,70,2024-02-11,Dimanche,188.1,CMD-2024-001656
1657,37,2024-08-01,Jeudi,214.25,CMD-2024-001657
1658,504,2024-01-08,Lundi,320.94,CMD-2024-001658
1659,83,2025-08-18,Lundi,794.66,CMD-2025-001659
1660,522,2026-04-28,Mardi,156.11,CMD-2026-001660
1661,218,2024-06-04,Mardi,487.23,CMD-2024-001661
1662,938,2025-10-04,Samedi,672.38,CMD-2025-001662
1663,289,2024-09-29,Dimanche,505.06,CMD-2024-001663
1664,524,2025-02-01,Samedi,152.27,CMD-2025-001664
1665,207,2026-02-11,Mercredi,550.77,CMD-2026-001665
1666,343,2024-07-19,Vendredi,301.07,CMD-2024-001666
1667,267,2025-02-06,Jeudi,116.05,CMD-2025-001667
1668,293,2025-04-07,Lundi,35.64,CMD-2025-001668
1669,618,2025-10-29,Mercredi,607.93,CMD-2025-001669
1670,789,2025-02-19,Mercredi,192.08,CMD-2025-001670
1671,116,2024-02-12,Lundi,354.82,CMD-2024-001671
1672,110,2026-01-30,Vendredi,840.43,CMD-2026-001672
1673,211,2024-07-23,Mardi,686.18,CMD-2024-001673
1674,754,2026-02-04,Mercredi,275.75,CMD-2026-001674
1675,707,2025-11-21,Vendredi,200.75,CMD-2025-001675
1676,608,2026-04-17,Vendredi,279.99,CMD-2026-001676
1677,475,2024-02-25,Dimanche,586.56,CMD-2024-001677
1678,236,2025-08-03,Dimanche,802.27,CMD-2025-001678
1679,864,2024-09-15,Dimanche,202.95,CMD-2024-001679
1680,25,2024-11-13,Mercredi,20.99,CMD-2024-001680
1681,850,2024-07-04,Jeudi,775.71,CMD-2024-001681
1682,212,2025-05-26,Lundi,852.64,CMD-2025-001682
1683,398,2026-01-07,Mercredi,301.34,CMD-2026-001683
1684,401,2025-09-08,Lundi,680.92,CMD-2025-001684
1685,943,2025-05-18,Dimanche,437.35,CMD-2025-001685
1686,612,2024-10-19,Samedi,717.54,CMD-2024-001686
1687,684,2026-05-27,Mercredi,844.65,CMD-2026-001687
1688,80,2025-09-23,Mardi,105.45,CMD-2025-001688
1689,1,2026-05-23,Samedi,37.76,CMD-2026-001689
1690,52,2026-05-27,Mercredi,19.97,CMD-2026-001690
1691,281,2024-01-01,Lundi,280.06,CMD-2024-001691
1692,391,2026-01-16,Vendredi,515.61,CMD-2026-001692
1693,164,2024-04-09,Mardi,57.64,CMD-2024-001693
1694,221,2025-10-23,Jeudi,179.79,CMD-2025-001694
1695,434,2026-01-29,Jeudi,790.03,CMD-2026-001695
1696,78,2024-10-13,Dimanche,381.55,CMD-2024-001696
1697,23,2024-10-31,Jeudi,695.68,CMD-2024-001697
1698,921,2024-05-02,Jeudi,278.81,CMD-2024-001698
1699,270,2025-04-12,Samedi,837.8,CMD-2025-001699
1700,909,2026-03-30,Lundi,823.95,CMD-2026-001700
1701,124,2025-10-13,Lundi,672.38,CMD-2025-001701
1702,699,2026-03-22,Dimanche,37.02,CMD-2026-001702
1703,954,2025-05-02,Vendredi,165.37,CMD-2025-001703
1704,116,2024-03-29,Vendredi,655.07,CMD-2024-001704
1705,467,2026-06-09,Mardi,798.92,CMD-2026-001705
1706,712,2025-07-24,Jeudi,253.08,CMD-2025-001706
1707,24,2025-12-20,Samedi,511.27,CMD-2025-001707
1708,65,2026-01-18,Dimanche,625.69,CMD-2026-001708
1709,221,2024-03-07,Jeudi,363.8,CMD-2024-001709
1710,387,2024-01-31,Mercredi,43.06,CMD-2024-001710
1711,443,2026-04-30,Jeudi,424.46,CMD-2026-001711
1712,180,2024-01-14,Dimanche,523.31,CMD-2024-001712
1713,46,2025-11-03,Lundi,66.07,CMD-2025-001713
1714,789,2026-06-16,Mardi,259.92,CMD-2026-001714
1715,289,2026-01-06,Mardi,436.45,CMD-2026-001715
1716,822,2024-09-30,Lundi,31.72,CMD-2024-001716
1717,279,2026-06-11,Jeudi,177.37,CMD-2026-001717
1718,707,2025-04-03,Jeudi,731.2,CMD-2025-001718
1719,666,2024-02-15,Jeudi,787.42,CMD-2024-001719
1720,856,2026-05-27,Mercredi,397.45,CMD-2026-001720
1721,975,2025-12-20,Samedi,444.78,CMD-2025-001721
1722,238,2026-01-02,Vendredi,765.12,CMD-2026-001722
1723,49,2024-10-20,Dimanche,333.98,CMD-2024-001723
1724,613,2025-01-11,Samedi,416.06,CMD-2025-001724
1725,484,2025-07-11,Vendredi,155.86,CMD-2025-001725
1726,675,2025-01-15,Mercredi,656.31,CMD-2025-001726
1727,554,2024-05-29,Mercredi,295.42,CMD-2024-001727
1728,655,2024-12-21,Samedi,372.22,CMD-2024-001728
1729,595,2025-02-15,Samedi,341.17,CMD-2025-001729
1730,356,2026-02-24,Mardi,270.27,CMD-2026-001730
1731,834,2025-11-19,Mercredi,678.97,CMD-2025-001731
1732,507,2025-11-22,Samedi,492.61,CMD-2025-001732
1733,369,2025-03-18,Mardi,86.93,CMD-2025-001733
1734,260,2026-06-25,Jeudi,132.49,CMD-2026-001734
1735,947,2025-01-02,Jeudi,584.45,CMD-2025-001735
1736,462,2026-02-10,Mardi,489.89,CMD-2026-001736
1737,697,2024-06-17,Lundi,801.86,CMD-2024-001737
1738,352,2025-06-02,Lundi,827.28,CMD-2025-001738
1739,641,2024-05-28,Mardi,542.92,CMD-2024-001739
1740,554,2025-10-09,Jeudi,750.48,CMD-2025-001740
1741,164,2026-05-21,Jeudi,720.86,CMD-2026-001741
1742,143,2026-04-15,Mercredi,715.12,CMD-2026-001742
1743,845,2025-12-10,Mercredi,362.74,CMD-2025-001743
1744,844,2025-03-05,Mercredi,793.83,CMD-2025-001744
1745,514,2025-07-11,Vendredi,47.35,CMD-2025-001745
1746,107,2025-08-12,Mardi,13.59,CMD-2025-001746
1747,957,2025-07-17,Jeudi,601.52,CMD-2025-001747
1748,169,2026-01-27,Mardi,211.83,CMD-2026-001748
1749,727,2026-03-17,Mardi,308.05,CMD-2026-001749
1750,120,2024-11-29,Vendredi,661.34,CMD-2024-001750
1751,817,2025-01-17,Vendredi,498.11,CMD-2025-001751
1752,405,2025-06-19,Jeudi,594.62,CMD-2025-001752
1753,403,2024-08-12,Lundi,523.54,CMD-2024-001753
1754,768,2025-02-21,Vendredi,622.13,CMD-2025-001754
1755,109,2024-08-19,Lundi,580.01,CMD-2024-001755
1756,465,2024-06-08,Samedi,752.56,CMD-2024-001756
1757,917,2026-02-10,Mardi,177.6,CMD-2026-001757
1758,1,2026-03-23,Lundi,872.65,CMD-2026-001758
1759,820,2024-04-20,Samedi,450.72,CMD-2024-001759
1760,938,2024-03-14,Jeudi,628.48,CMD-2024-001760
1761,314,2024-09-04,Mercredi,682.65,CMD-2024-001761
1762,311,2026-04-25,Samedi,196.22,CMD-2026-001762
1763,654,2024-04-08,Lundi,856.87,CMD-2024-001763
1764,196,2024-01-25,Jeudi,24.43,CMD-2024-001764
1765,303,2024-05-03,Vendredi,194.3,CMD-2024-001765
1766,848,2026-03-05,Jeudi,615.62,CMD-2026-001766
1767,69,2024-09-16,Lundi,412.8,CMD-2024-001767
1768,122,2025-03-08,Samedi,850.93,CMD-2025-001768
1769,678,2025-02-16,Dimanche,19.4,CMD-2025-001769
1770,612,2024-11-03,Dimanche,315.41,CMD-2024-001770
1771,384,2024-08-01,Jeudi,280.36,CMD-2024-001771
1772,635,2025-08-26,Mardi,828.39,CMD-2025-001772
1773,651,2025-09-21,Dimanche,538.06,CMD-2025-001773
1774,696,2025-05-18,Dimanche,879.53,CMD-2025-001774
1775,512,2024-11-23,Samedi,322.82,CMD-2024-001775
1776,262,2025-12-18,Jeudi,431.49,CMD-2025-001776
1777,817,2025-01-27,Lundi,680.09,CMD-2025-001777
1778,789,2024-04-10,Mercredi,386.19,CMD-2024-001778
1779,602,2025-09-27,Samedi,793.76,CMD-2025-001779
1780,972,2025-12-02,Mardi,446.36,CMD-2025-001780
1781,28,2025-01-24,Vendredi,44.41,CMD-2025-001781
1782,500,2026-02-16,Lundi,816.22,CMD-2026-001782
1783,487,2024-09-15,Dimanche,493.91,CMD-2024-001783
1784,85,2024-09-08,Dimanche,654.6,CMD-2024-001784
1785,733,2025-10-08,Mercredi,830.85,CMD-2025-001785
1786,466,2025-01-23,Jeudi,676.65,CMD-2025-001786
1787,248,2025-09-10,Mercredi,885.75,CMD-2025-001787
1788,36,2024-11-26,Mardi,285.72,CMD-2024-001788
1789,796,2025-12-21,Dimanche,770.62,CMD-2025-001789
1790,222,2025-09-20,Samedi,375.43,CMD-2025-001790
1791,11,2025-12-01,Lundi,124.25,CMD-2025-001791
1792,884,2025-11-22,Samedi,704.93,CMD-2025-001792
1793,958,2025-06-02,Lundi,405.53,CMD-2025-001793
1794,515,2024-07-04,Jeudi,422.22,CMD-2024-001794
1795,714,2025-08-01,Vendredi,355.47,CMD-2025-001795
1796,948,2025-07-02,Mercredi,591.79,CMD-2025-001796
1797,50,2024-09-16,Lundi,531.23,CMD-2024-001797
1798,715,2025-06-13,Vendredi,447.07,CMD-2025-001798
1799,924,2025-04-07,Lundi,271.11,CMD-2025-001799
1800,167,2024-02-10,Samedi,268.35,CMD-2024-001800
1801,340,2025-03-12,Mercredi,107.6,CMD-2025-001801
